id
pondera_dem
fecha
region
sexo
edad
p1
p1otros
p2
p2_1
p2_1otro
p2_2
p3
p4
p5
p6horas
p6minutos
horas_radio
minutos_radio
p7_1
p7_2
p7_3
p7_4
p7_5
p8a
p8b
p8c
p8d
p8e
p8f
p8g
p8otros
p9
p10
p10_1
p10_1otr
p10_2
p11
p12horas
p12minutos
horas_musica
minutos_musica
p13_1
p13_2
p13_3
p13_4
p13_5
p13_6
p13_7
p13_8
p13_9
p14_1
p14_2
p14_3
p14_4
p14_5
p14_6
p14_7
p14_8
p14_9
p14_10
p14_11
p14_12
p14_13
p14_14
p15
p16
p17_1
p17_2
p18a
p18b
p18c
p18d
p18e
p18f
p18g
p18otros
p19
p20
p21
p22
p23
p23_1
p23_1otr
p23_2
p24
p25
p25_bis
p25_1
p25_1_bis
p26
p26_bis
p27
p27_1
p28
p29
p29_1
p29_1otr
p29_2
p30
p30_bis
p31horas
p31minutos
horas_diario
minutos_diario
p32
p33
p33_bis
p33_1
p33_1_bis
p34
p34_1
p35_1
p35_2
p35_3
p36
p37
p37_1
p38
p39
p39_bis
p39_1
p39_1_bis
p40
p40_bis
p41
p42
p42_1
p42_1otr
p42_2
p43
p43_bis
p43_1
p43_1_bis
p44
p44otros
p45
p45_bis
p45_1
p45_1_bis
p46
p47
p47_1a
p47_1b
p47_1c
p47_1d
p47_2
p48_1
p48_2
p48_3
p48_4
p48_5
p48_6
p48_7
p48_8
p48_9
p48_10
p48_11
p48_12
p48_13
p48_14
p48_15
p48_16
p49
p49_1
p49_2
p50horas
p50minutos
horas_TV
minutos_TV
p51a
p51b
p52
p53
p54_1
p54_2
p54_3
p54_4
p55_1
p55_2
p55_3
p56
p56_1
p56_1_bis
p57
p57_1
p57_1otr
p57_2
p58_1
p58_2
p58_3
p58_4
p58_5
p58_6
p58_7
p59_1
p59_2
p59_3
p59_4
p59_5
p59_6
p60
p61
p62
p63
p63_1
p63_1otr
p63_2
p64
p65
p65_bis
p65_1
p65_1_bis
p66
p66otros
p67_1
p67_2
p67_3
p67_4
p67_5
p67_6
p67_7
p67_8
p67_9
p67_10
p67_11
p68
p69
p70
p70_bis
p70_1
p70_1_bis
p71
p71_bis
p72
p72_1
p72_1otr
p72_2
p73
p74
p74_1
p74_2
p74_3
p74_4
p74_4_bis
p75_1
p75_2
p75_3
p75_4
p76horas
p76minutos
horas_internet
minutos_internet
p77_1
p77_2
p77_3
p77_4
p77_5
p77_6
p77_7
p77_8
p77_9
p77_10
p78_1
p78_2
p78_3
p78_4
p78_5
p78_1_1
p78_1_2
p78_1_3
p78_1_4
p78_1_5
p78_2b
p78_3b_1
p78_3b
p79_1
p79_2
p79_3
p79_4
p79_5
p79_6
p79_7
p80horas
p80minutos
horas_redes
minutos_redes
p81
p81_1a
p81_1b
p81_1c
p81_1d
p81_1e
p81_1f
p81_1g
p81_1h
p81_1i
p81_1j
p81_1k
p81_1l
p82
p83
p84
p85
p85_1
p85_2
p85_3
p85_3_bis
p86
p87
p88
p89horas
p89minutos
horas_videojuegos
minutos_videojuegos
p90_1
p90_2
p90_3
p90_4
p91
p91_bis
p92_1
p92_2
p92_3
p92_4
p92_5
p92_6
p92_7
p92_8
p92_9
p93_1
p93_2
p93_3
p93_4
p94_1
p94_2
p94_3
p94_4
p94_5
p94_6
p95
p96_1
p96_2
p96_3
p96_4
p96_5
p97
p97_bis
p98
p99
p99_bis
p100_1
p100_2
p100_3
p100_4
p100_5
p100_6
p101
p102
p102_bis
p103_1
p103_1_1
p103_2
p103_1_2
p103_3
p103_1_3
p103_4
p103_1_4
p103_5
p103_1_5
p103_6
p103_1_6
p103_7
p103_1_7
p103_8
p103_1_8
p103_9
p103_1_9
p103_10
p103_110
p103_11
p103_111
p103_12
p103_112
p103_13
p103_113
p103_14
p103_114
p103_15
p103_115
p103_16
p103_116
p103_17
p103_117
p103_18
p103_118
p103_19
p103_119
p103_20
p103_120
p104
p104_1
p104_2
p105
p106
p107
p108
p109
p110
p110b
p111
p111b
p112
p113_1
p113_2
p113_3
p113_4
p113_5
p114
p115_1
p115_2
p115_3
p115_4
p115_5
p116
p116b
p117
NSEpuntaje
NSEcat1
minutos_radio_1
minutos_radio_total
horas_radio_total
minutos_musica_1
minutos_musica_total
horas_musica_total
minutos_diario_1
minutos_diario_total
horas_diario_total
minutos_tv_1
minutos_tv_total
horas_tv_total
minutos_internet_1
minutos_internet_total
horas_internet_total
minutos_redes_1
minutos_redes_total
horas_redes_total
minutos_videojuegos_1
minutos_videojuegos_total
horas_videojuegos_total
